"","gross","color","duration","director_facebook_likes","genres","num_voted_users","cast_total_facebook_likes","facenumber_in_poster","num_user_for_reviews","language","country","content_rating","budget","title_year","imdb_score","aspect_ratio","movie_facebook_likes","total_facebook_likes"
"942",38.105077,"Color",99,160,"Action",58349,701,0,194,"English","USA","R",40,2009,6.4,2.35,0,1382
"943",35.168395,"Color",137,0,"Drama",26034,25469,0,226,"English","USA","PG-13",50,1999,6.5,2.35,0,50644
"944",32.8,"Color",117,31,"Comedy",34896,3016,1,118,"English","USA","R",40,1996,4.3,1.85,877,5729
"945",33.643461,"Color",87,9,"Comedy",11257,20061,0,65,"English","USA","PG",50,2010,4.2,2.35,0,38070
"946",32.741596,"Color",129,16000,"Drama",80140,14344,0,323,"English","USA","PG-13",50,2010,6.5,2.35,16000,44354
"947",31.874869,"Color",115,58,"Crime",43574,34606,0,302,"English","USA","R",50,2002,6.1,1.85,0,68520
"948",30.306268," Black and White",132,503,"Action",62981,58528,0,84,"English","other","R",50,1995,6.3,1.85,0,117313
"949",27.667947,"Color",131,73,"Crime",86374,1344,0,392,"English","UK","R",50,2007,6.2,2.35,3000,2643
"950",27.06716,"Color",95,0,"Comedy",18404,14706,1,150,"English","USA","R",50,1999,5.9,1.85,0,28588
"951",26.616999,"Color",125,487,"Action",92461,1300,3,347,"English","USA","PG-13",40,2013,5.9,2.35,43000,2747
"952",26.53612,"Color",98,323,"Action",49926,3357,0,286,"English","other","R",50,2003,6.5,2.35,0,5755
"953",26.199517,"Color",110,16000,"Action",34356,18635,1,260,"English","USA","R",50,2002,6.4,2.35,705,52216
"954",25.450527,"Color",118,670,"Action",80196,7654,0,190,"English","USA","R",50,2009,6.5,2.35,0,15068
"955",25.40725,"Color",101,0,"Action",54021,15935,0,227,"English","USA","R",50,1996,5.7,2.35,0,29597
"956",23.159305,"Color",90,663,"Action",128455,16358,1,514,"English","USA","PG",70,1999,8,2.35,0,32173
"957",24.006726,"Color",119,0,"Adventure",139535,15757,8,632,"English","USA","R",50,2004,7.3,2.35,0,30396
"958",20.389967,"Color",139,378,"Action",3077,12786,1,47,"English","USA","R",50,2016,6.7,1.85,10000,25019
"959",19.59374,"Color",130,317,"Crime",88270,32637,0,420,"English","USA","R",50,2003,7.5,2.35,0,65210
"960",19.118247,"Color",100,65,"Action",19829,6171,5,94,"English","USA","PG-13",40,2005,5.4,2.35,779,8889
"961",26.442251,"Color",114,174,"Action",76010,16992,2,205,"English","USA","R",50,2015,6.6,2.35,15000,32809
"962",17.114882,"Color",96,0,"Crime",189249,17211,1,398,"English","USA","R",25,2007,7.7,1.85,0,33720
"963",18.472363,"Color",110,134,"Action",63599,25049,3,208,"English","USA","PG-13",50,2005,5.8,2.35,0,49978
"965",21.55724,"Color",102,234,"Adventure",85237,45202,3,274,"English","USA","R",49.9,2011,5.6,2.35,18000,87436
"966",21.28344,"Color",84,260,"Drama",46239,8018,0,137,"English","USA","PG-13",55,2011,6,2.35,0,15664
"967",10.556196,"Color",115,333,"Crime",16562,2606,2,73,"English","USA","PG-13",50,1997,6.2,2.35,697,4941
"968",16.671505,"Color",99,32,"Adventure",33186,2949,1,78,"English","USA","PG",50,1994,5.9,1.85,0,5079
"969",10.4,"Color",135,596,"Drama",12037,15820,1,90,"English","USA","R",50,1995,5.1,2.35,943,31416
"970",9.528092,"Color",108,218,"Biography",38513,10191,2,127,"English","USA","PG-13",22,2010,6.8,2.35,9000,19814
"971",10.137232,"Color",127,12000,"Action",58015,5702,0,374,"English","other","R",50,2005,6,2.35,0,20523
"972",9.795017,"Color",107,607,"Crime",9227,5461,0,70,"English","USA","R",50,1995,5.1,1.85,422,9649
"973",20.488579,"Color",95,83,"Action",113483,29926,1,245,"English","USA","R",50,2009,5.8,1.85,0,57009
"974",19.445217,"Color",124,98,"Drama",67796,3580,7,258,"English","USA","PG-13",60,2013,6.2,2.35,14000,6122
"975",8.355815,"Color",109,0,"Comedy",34730,52885,2,341,"English","UK","R",55,2002,6.4,1.85,0,103505
"976",28.837115,"Color",102,0,"Comedy",34964,24107,4,150,"English","USA","PG-13",50,2016,4.8,2.35,28000,47107
"977",6.471394,"Color",88,5,"Comedy",15880,11972,5,93,"English","USA","PG-13",50,2004,4.9,2.35,288,23702
"978",6.291602,"Color",87,0,"Comedy",8070,3954,0,91,"English","USA","R",50,2000,5.6,1.85,255,7147
"979",10.706786,"Color",104,71,"Action",81800,16481,1,211,"English","USA","R",50,2011,5.5,1.85,15000,31534
"980",8.742261,"Color",96,43,"Action",19824,1385,2,179,"English","other","PG-13",18,2009,3.7,2.35,0,2688
"981",43.905746,"Color",85,70,"Action",77684,32831,1,294,"English","USA","PG-13",49,2001,5.9,2.35,0,64749
"982",21.413502,"Color",104,212,"Action",14429,2795,5,113,"English","USA","R",40,1990,6.3,2.35,2000,4826
"983",124.107476,"Color",190,0,"Crime",170684,1418,0,867,"English","USA","R",48,2000,7.6,1.85,0,2631
"984",197.171806,"Color",127,14000,"Action",515306,12884,5,477,"English","USA","PG-13",48,1989,8.3,2.35,0,39168
"985",31.569268,"Color",120,662,"Action",172965,23051,0,627,"English","USA","R",49,2015,6.9,2.35,67000,46215
"986",66.48809,"Color",118,176,"Crime",120202,29748,2,397,"English","USA","R",48,1999,6.7,2.35,0,59232
"987",95.308367,"Color",112,21000,"Crime",206104,18141,0,850,"English","USA","R",48,2002,6.8,2.35,0,56702
"988",60.652036,"Color",114,737,"Action",137854,3743,1,560,"English","USA","R",48,1999,7.1,2.35,3000,7363
"989",1.206135,"Color",137,79,"Crime",40568,27666,3,185,"English","other","R",50,2015,6.4,2.35,18000,55193
"990",56.607223,"Color",112,109,"Adventure",93367,1823,8,497,"English","other","PG-13",48,2001,6.4,2.35,0,3601
"991",50.17319,"Color",120,34,"Drama",148490,33615,1,537,"English","USA","PG-13",48,2001,7.4,2.35,0,64649
"992",47.095453,"Color",123,446,"Comedy",64595,22209,1,316,"English","USA","PG-13",48,2001,6.4,1.85,0,44476
"993",37.879996,"Color",93,11000,"Comedy",81888,5390,2,254,"English","USA","PG-13",48,2000,6,2.35,0,20449
"994",25.9,"Color",123,0,"Crime",12771,18793,1,84,"English","USA","R",58,1984,6.5,1.85,828,36679
"995",53.574088,"Color",122,446,"Adventure",237872,33548,1,560,"English","USA","R",55,2007,7.8,2.35,0,65594
"996",89.25334,"Color",115,118,"Action",133436,16967,0,323,"English","other","PG-13",48,2014,6,2.35,38000,32361
"997",37.339525,"Color",123,0,"Crime",71708,3768,1,307,"English","USA","R",48,1998,7,1.85,0,7536
"998",60.154431,"Color",96,0,"Comedy",122347,3718,1,345,"English","USA","PG-13",47,1996,6,2.35,0,7020
"999",103.738726,"Color",105,631,"Action",47819,2096,1,164,"English","USA","PG",100,1990,6.1,1.85,2000,4363
"1000",69.304264,"Color",113,323,"Crime",73068,4660,0,419,"English","USA","R",48,1999,6.8,2.35,0,7795
"1001",29.781453,"Color",132,545,"Biography",22447,4796,1,210,"English","USA","PG-13",48,2001,6.4,1.85,0,7878
"1002",15.519841,"Color",75,0,"Adventure",8693,6863,3,71,"English","USA","PG",47,2006,4.5,1.85,261,12309
"1003",5.6,"Color",108,350,"Drama",11913,8349,1,97,"English","USA","R",47,1996,5.8,1.85,616,16891
"1004",126.805112,"Color",105,29,"Comedy",98199,12344,1,169,"English","USA","PG-13",46,1997,6.3,2.35,0,22065
"1005",93.607673,"Color",102,148,"Comedy",47573,9176,4,343,"English","USA","PG-13",48,2001,5.7,2.35,881,18432
"1006",67.263182,"Color",118,22000,"Drama",218771,15658,0,651,"English","USA","R",46,2002,7.2,2.35,0,52486
"1007",92.001027,"Color",111,906,"Action",97838,6315,2,286,"English","USA","PG-13",45,1996,7.6,2.35,3000,10127
"1008",10.539414,"Color",81,39,"Action",45729,14619,1,176,"English","USA","PG-13",47,2010,4.7,2.35,0,28563
"1009",58.918501,"Color",116,380,"Action",40126,33233,1,107,"English","USA","R",46,1996,6.6,1.85,975,65439
"1010",181.39538,"Color",86,293,"Comedy",220392,2070,1,243,"English","USA","PG-13",45,1997,6.8,1.85,0,3545
"1011",130.512915,"Color",91,32,"Comedy",60884,3244,2,85,"English","USA","PG",45,1994,4.8,1.33,0,5492
"1012",139.852971,"Color",98,118,"Action",238671,16410,0,461,"English","other","PG-13",45,2012,6.3,2.35,63000,32021
"1013",110.000082,"Color",84,119,"Comedy",111526,3629,7,347,"English","USA","PG-13",48,2003,5.5,1.85,0,6085
"1014",106.807667,"Color",109,80,"Action",137377,1574,1,370,"English","USA","PG-13",45,2000,6.2,1.85,0,2749
"1015",101.70206,"Color",93,40,"Action",85323,17925,0,212,"English","USA","PG",45,2008,5.8,1.85,0,35276
"1016",95.149435,"Color",113,0,"Comedy",53687,15362,2,152,"English","USA","G",40,2004,5.7,1.85,1000,28357
"1017",100.768056,"Color",141,79,"Crime",59569,30063,0,89,"English","USA","PG-13",45,1993,6.5,2.35,0,57098
"1018",92.115211,"Color",119,541,"Crime",45798,4043,3,94,"English","USA","PG-13",45,1994,6.7,2.35,1000,6533
"1019",93.452056,"Color",97,0,"Adventure",184795,14868,1,310,"English","USA","PG-13",45,2007,7.4,1.85,22000,28628
"1020",83.287363,"Color",117,176,"Action",81442,12757,1,137,"English","USA","R",45,1992,6.9,2.35,0,24771
"1021",82.931301,"Color",101,126,"Comedy",43358,6292,0,228,"English","other","PG-13",60,2005,5.5,2.35,0,10953
"1022",60.962878,"Color",153,777,"Crime",383591,37321,2,620,"English","USA","R",46,2013,8.1,1.85,86000,74098
"1023",76.261036,"Color",122,845,"Crime",305929,22370,2,633,"English","USA","R",45,2001,7.7,2.35,0,42950
"1024",71.423726,"Color",102,23,"Adventure",123558,26998,3,609,"English","USA","PG",45,1999,7.3,2.35,19000,53181
"1025",71.27742,"Color",83,322,"Comedy",119590,1645,7,548,"English","USA","R",45,2001,5.2,1.85,0,3568
"1026",88.625922,"Color",103,33,"Adventure",75176,1336,3,252,"English","USA","PG",45,2011,7.1,1.85,26000,2514
"1027",70.001065,"Color",110,45,"Action",191437,3174,1,582,"English","USA","R",45,1998,7.1,2.35,0,5350
"1028",67.253092,"Color",136,49,"Drama",92702,20299,0,209,"English","USA","PG-13",30,2005,7.2,2.35,0,38885
"1029",66.790248,"Color",91,50,"Drama",57281,758,0,350,"English","USA","R",45,2002,6.5,2.35,0,1504
"1030",65.557989,"Color",89,49,"Action",73539,3717,0,271,"English","USA","PG-13",45,1997,4.6,2.35,0,7182
"1031",60.786269,"Color",107,18,"Comedy",90539,3106,5,379,"English","USA","PG-13",45,2000,5.6,2.35,0,5120
"1032",59.365105,"Color",129,628,"Comedy",318634,28886,9,1004,"English","UK","R",45,2003,7.7,2.35,52000,58062
"1033",162.792677,"Color",95,487,"Adventure",211226,24205,0,317,"English","USA","G",120,1998,7.2,2.35,0,44692
"1034",31.598308,"Color",122,117,"Horror",124765,41636,1,541,"English","USA","R",35,2001,6.8,2.35,0,82893
"1035",57.362581,"Color",110,49,"Action",50148,13331,2,116,"English","other","R",45,1994,5.4,1.85,0,26679
"1036",53.854588,"Color",135,41,"Comedy",37911,3648,0,73,"English","USA","R",45,1996,6.3,2.35,1000,6322
"1037",52.580895,"Color",95,58,"Comedy",30255,27351,1,118,"English","USA","PG",45,2005,5.6,2.35,743,52409
"1038",51.019112,"Color",109,37,"Adventure",155745,14073,0,1053,"English","USA","PG",50,2005,6.8,2.35,10000,27761
"1039",48.114556,"Color",93,38,"Comedy",9380,4604,1,91,"English","USA","PG",26,2004,4.3,2.35,531,6914
"1040",50.648679,"Color",94,85,"Action",149549,16225,1,348,"English","other","R",45,2007,6.3,2.35,0,31459
"1041",46.280507,"Color",117,153,"Comedy",87165,49743,0,184,"English","USA","PG-13",40,2014,6.5,1.85,12000,96630
"1042",38.360195,"Color",112,61,"Adventure",21215,3757,1,116,"English","USA","PG-13",45,2006,6.4,2.35,0,6295
"1043",46.815748,"Color",111,161,"Action",32544,12161,1,69,"English","USA","PG-13",45,1994,6.3,2.35,0,24348
"1044",35.617599,"Color",96,0,"Drama",20688,2965,1,47,"English","USA","PG",45,1995,5.9,1.85,0,5373
"1045",47.30755," Black and White",141,0,"Crime",104301,1948,4,269,"English","USA","R",45,2012,6.5,2.35,28000,3564
"1046",32.00362,"Color",94,160,"Action",79141,1102,1,355,"English","USA","PG-13",25,2004,6.5,2.35,2000,2195
"1047",27.97241,"Color",87,29,"Action",114692,1461,1,285,"English","UK","PG",35,2003,6.1,1.85,2000,2473
"1048",28.133159,"Color",88,8,"Adventure",30055,33822,1,70,"English","USA","PG",50,2006,5.9,1.85,593,64830
"1049",27.4,"Color",177,0,"Action",97087,2449,3,569,"English","USA","PG-13",40,1984,6.6,2.35,11000,3926
"1050",24.343673,"Color",133,278,"Drama",91860,5405,0,524,"English","USA","PG-13",45,2007,7.4,2.35,14000,10907
"1051",22.877808,"Color",119,0,"Drama",152591,53895,0,414,"English","USA","R",35,2008,7.3,2.35,0,106895
"1052",36.883539,"Color",102,503,"Action",112769,15053,2,305,"English","other","PG-13",52,2006,6.6,2.35,0,30280
"1053",22.531698,"Color",101,326,"Action",81523,15990,0,214,"English","other","PG-13",70,2008,5.6,2.35,0,31670
"1054",20.400913,"Color",91,29,"Action",15455,3855,1,80,"English","USA","R",45,1996,5.3,1.85,451,6667
"1055",20.101861,"Color",117,11000,"Comedy",24757,2348,0,81,"English","USA","PG-13",45,1996,6,2.35,0,15188
"1056",25.200412,"Color",86,13,"Adventure",16580,3423,3,55,"English","USA","PG",45,2009,5.4,1.85,916,5690
"1057",19.71993,"Color",124,0,"Crime",42621,793,0,531,"English","USA","R",45,2001,6.8,2.35,0,1579
"1058",19.377727,"Color",134,38,"Comedy",35140,24351,3,409,"English","USA","PG-13",45,2005,6.4,2.35,0,45389
"1059",13.401683,"Color",95,38,"Action",203461,578,0,588,"English","UK","R",35,2012,7.1,2.35,46000,1152
"1060",17.300889,"Color",100,23,"Action",27648,3855,0,148,"English","other","PG",45,1996,4.9,2.35,0,6099
"1061",15.527125,"Color",220,0,"Drama",11388,15006,2,183,"English","USA","PG-13",57,2000,5.8,2.35,652,29687
"1062",13.56096," Black and White",212,0,"Biography",23996,21130,0,161,"English","USA","R",50,1995,7.1,2.35,915,38935
"1063",15.523168,"Color",128,2000,"Mystery",132423,2507,2,349,"English","other","PG-13",45,2010,7.2,2.35,15000,6628
"1064",11.146409,"Color",106,208,"Action",26551,6558,0,273,"English","USA","R",45,1998,6,2.35,0,11621
"1065",7.916887,"Color",160,0,"Action",15697,26982,0,182,"English","USA","R",45,2008,6,2.35,0,51808
"1066",6.565495,"Color",114,611,"Drama",36455,949,2,229,"other","other","R",45,2006,7,2.35,0,2501
"1067",15.27968,"Color",99,15,"Action",48245,12166,1,154,"English","USA","R",40,2008,5.4,1.85,0,24310
"1068",7.262288,"Color",74,188,"Comedy",17307,13917,2,186,"English","USA","PG-13",40,2002,6.5,1.85,892,26970
"1069",4.584886,"Color",139,179,"Drama",19114,538,0,115,"English","USA","R",45,2007,6.4,2.35,0,1236
"1070",2.15454,"Color",103,170,"Action",3803,2457,2,41,"English","USA","R",45,1997,4.9,2.35,68,4368
"1071",8.129455,"Color",101,32,"Action",89568,661,1,142,"English","USA","PG",45,2011,6.3,2.35,17000,1157
"1072",136.019448,"Color",130,0,"Biography",452465,3133,1,695,"English","USA","R",44.5,2012,7.7,2.35,89000,5443
"1073",183.87576,"Color",130,99,"Action",213668,13357,1,270,"English","USA","PG-13",44,1993,7.8,1.85,0,26268
"1074",67.061228,"Color",110,72,"Action",96565,21554,1,135,"English","USA","PG-13",40,2010,5.5,2.35,0,41415
"1075",53.300852," Black and White",147,272,"Crime",154487,37076,3,259,"English","USA","R",44,1996,7.5,2.35,0,71241
"1076",150.415432,"Color",96,170,"Action",117606,15662,0,217,"English","USA","R",44,1985,6.4,2.35,0,30238
"1077",44.834712,"Color",118,13,"Drama",13995,26907,1,62,"English","USA","R",44,1996,5.6,2.35,353,52563
"1078",84.3,"Color",88,3,"Animation",90360,1178,0,147,"English","USA","Approved",2.6,1940,7.5,1.37,0,2269
"1079",1.5,"Color",325,517,"Adventure",9830,14255,0,189,"English","USA","R",44,1980,6.8,2.35,1000,28299
"1080",62.318875,"Color",102,235,"Action",156225,2998,1,502,"English","USA","R",50,2006,6.8,2.35,0,5554
"1081",5.773519,"Color",110,118,"Drama",28618,12876,2,91,"English","USA","PG-13",40,2015,6,2.35,11000,25281
"1082",51.768623,"Color",136,835,"Drama",73006,1801,1,297,"English","USA","PG-13",43,2000,7.3,2.35,0,3901
"1083",37.035515,"Color",103,84,"Comedy",34597,23864,1,194,"English","USA","PG-13",43,2000,6,1.37,0,46612
"1084",24.520892,"Color",103,255,"Action",85198,22383,1,303,"English","other","R",45,2005,7,2.35,0,43638
"1085",24.430272,"Color",90,16,"Comedy",46158,132,3,403,"English","USA","R",43,2002,5.1,1.85,0,236
"1086",158.3484,"Color",154,521,"Drama",88844,14244,0,142,"English","USA","R",42,1993,6.8,1.85,0,26722
"1087",31.13695,"Color",99,23,"Drama",47364,1066,1,75,"English","USA","PG-13",44,2010,6.5,2.35,0,1897
"1088",29.113588,"Color",93,165,"Action",117999,27834,0,181,"English","USA","R",40,2011,6.6,2.35,16000,55305
"1089",138.447667,"Color",109,97,"Action",408302,19968,2,345,"English","USA","R",42,2012,7.2,2.35,39000,38875
"1090",116.00608,"Color",124,50,"Comedy",203269,9255,1,602,"English","UK","PG-13",42,1999,7,2.35,11000,18169
"1091",106.793915,"Color",84,91,"Adventure",140499,1817,0,358,"English","UK","G",45,2000,7,1.85,0,3223
"1092",87.856565,"Color",90,29,"Comedy",106909,24534,1,268,"English","USA","PG-13",42,2004,5.9,1.85,0,48136
"1093",70.1,"Color",117,71,"Comedy",20183,3841,1,41,"English","USA","R",40,1992,5.4,1.85,0,5740
"1094",159.578352,"Color",123,176,"Action",133177,4825,7,380,"English","USA","R",43,2013,6.6,2.35,24000,7540
"1095",57.75,"Color",251,311,"Biography",21554,2957,2,192,"English","UK","Approved",31.115,1963,7,2.2,0,5529
"1096",45.290318,"Color",105,153,"Action",74169,6727,2,112,"English","USA","PG",42,2012,6.5,1.85,17000,12199
"1097",41.543207,"Color",115,73,"Crime",30077,15571,1,175,"English","USA","PG-13",42,2002,6.3,2.35,893,30149
"1098",41.252428,"Color",122,0,"Comedy",11453,13716,0,71,"English","USA","PG-13",42,1996,6.5,1.85,0,26600
"1099",35.228696,"Color",119,89,"Drama",63677,1651,0,460,"English","USA","PG-13",32,2002,6.5,2.35,0,3322
"1100",59.99276,"Color",81,119,"Comedy",119622,2134,1,396,"English","USA","R",42,2009,5.8,1.85,0,3575
"1101",34.667015,"Color",133,46,"Action",74009,2371,0,317,"English","UK","PG-13",32,1989,6.6,2.35,0,3724
"1102",37.652565,"Color",100,308,"Fantasy",91151,15369,2,283,"English","USA","PG-13",42,2011,5.4,2.35,20000,28590
"1103",24.375436,"Color",120,17,"Action",42547,33585,1,265,"English","USA","R",42,2001,6.1,2.35,748,65410
"1104",20.915465,"Color",104,5,"Adventure",38203,7723,0,290,"English","UK","PG",42,1993,4,1.85,0,14337
"1105",24.127895,"Color",122,487,"Crime",248123,12076,2,437,"English","USA","R",50,2005,7.6,2.35,10000,24622
"1106",0.084961," Black and White",80,611,"Action",149414,6229,4,841,"other","other","PG-13",31,2002,7.9,2.35,0,13059
"1107",26.404753,"Color",91,30,"Action",34203,3301,1,169,"English","USA","PG-13",40,2012,5.3,2.35,19000,5536
"1108",6.105175,"Color",112,133,"Comedy",247020,12239,4,835,"English","USA","R",44,2014,6.6,2.35,50000,24129
"1109",5.664251,"Color",100,19,"Action",22309,2056,1,102,"English","other","R",45,2010,6.3,2.35,0,3621
"1110",1.260917,"Color",105,0,"Action",24657,1342,4,71,"other","other","R",27,2009,7.2,2.35,0,2566
"1111",116.724075,"Color",110,161,"Drama",187181,1954,0,564,"English","USA","R",41,2002,7,2.35,0,3729
"1112",56.083966,"Color",144,241,"Action",137003,18761,1,658,"English","USA","PG-13",65,2001,6.9,2.35,0,35998
"1113",22.108977,"Color",108,4,"Action",29861,1134,1,132,"English","other","PG-13",41,2003,5.2,2.35,505,2233
"1114",293.501675,"Color",107,0,"Drama",704766,17540,0,2073,"English","USA","PG-13",40,1999,8.1,1.85,14000,34306
"1115",18.600911,"Color",102,20,"Action",125198,362,6,153,"English","USA","PG-13",42,2012,6.6,2.35,11000,624
"1116",7.204138,"Color",100,64,"Comedy",34809,2085,0,125,"English","USA","PG",41,2011,6.2,2.35,11000,3753
"1117",90.8,"Color",126,80,"Action",126907,2004,0,235,"English","USA","PG",8,1984,7.2,1.85,0,3618
"1118",150.117807,"Color",138,737,"Crime",358416,83012,5,751,"English","USA","R",40,2013,7.3,2.35,63000,154749
"1119",163.947053,"Color",108,98,"Comedy",227824,18656,1,273,"English","USA","PG-13",40,2009,6.7,2.35,10000,36373
"1120",116.735231,"Color",105,78,"Crime",56646,2129,0,336,"English","USA","R",70,1999,6.4,2.35,0,3978
"1121",118.5,"Color",108,0,"Adventure",340085,3660,0,327,"English","USA","PG",40,1989,7.8,1.85,12000,6219
"1122",126.546825,"Color",89,0,"Action",327367,32325,0,918,"English","other","R",40,2014,6.4,2.35,83000,63228
"1123",166.147885,"Color",129,456,"Drama",220020,4585,0,1360,"English","USA","R",40,2015,4.1,2.35,101000,7692
"1124",111.760631,"Color",84,0,"Action",40227,22935,3,188,"English","USA","PG",38,2003,4.1,1.85,681,41935
"1125",108.706165,"Color",149,541,"Crime",99558,31349,3,236,"English","USA","R",40,1996,7.4,2.35,0,61890
"1126",138.614544,"Color",94,189,"Comedy",75152,7014,15,288,"English","USA","PG",40,2003,5.8,1.85,0,12800
"1127",125.069696,"Color",121,532,"Action",203963,1261,0,420,"English","USA","R",40,2013,7.6,2.35,58000,2849
"1128",107.458785," Black and White",128,545,"Comedy",71754,16751,3,166,"English","USA","PG",40,1992,7.2,2.35,0,33470
"1129",102.310175,"Color",134,0,"Horror",64989,2676,0,279,"English","USA","R",40,2016,7.8,2.35,40000,4587
"1130",96.917897,"Color",120,21000,"Biography",479453,10555,0,696,"English","USA","PG-13",40,2010,7.7,2.35,74000,41985
"1131",93.952276,"Color",129,42,"Comedy",132048,318,7,203,"English","USA","PG-13",40,2009,6.4,2.35,12000,556
"1132",90.703745,"Color",89,119,"Comedy",93748,5855,8,410,"English","USA","PG-13",45,2006,5.1,1.85,1000,9650
"1133",89.138076,"Color",116,0,"Horror",98535,600,4,734,"English","USA","R",40,2000,5.5,2.35,0,1115
"1134",87.666629,"Color",118,0,"Adventure",283480,3986,0,263,"English","USA","PG",40,1990,7.4,1.37,0,6545
"1135",90.353764,"Color",107,164,"Comedy",85629,12556,2,144,"English","USA","R",40,2015,6,1.85,14000,23443
"1136",82.52279,"Color",155,0,"Fantasy",143835,42220,0,654,"English","USA","R",40,1992,7.5,1.85,14000,82220
"1137",94.125426,"Color",123,0,"Biography",79264,13321,2,277,"English","USA","PG-13",40,2009,7,1.85,13000,26179
"1138",95.001343,"Color",128,241,"Biography",66511,16911,0,200,"English","USA","PG-13",40,2013,7.5,2.35,28000,32050
"1139",81.292135,"Color",139,333,"Crime",137891,36810,1,696,"English","USA","R",40,1999,7.3,1.85,0,73143
"1140",86.20801,"Color",109,101,"Comedy",97045,16179,1,285,"English","USA","PG-13",35,2014,5.7,1.85,55000,31018
"1141",81.593527,"Color",120,155,"Adventure",48806,24300,1,263,"English","USA","PG",40,2006,7.3,2.35,11000,48688
"1142",75.274748,"Color",121,278,"Comedy",130661,36010,2,304,"English","USA","PG-13",35,2015,7.2,1.85,54000,70096
"1143",90.83503,"Color",102,167,"Action",28621,5178,0,58,"English","USA","PG-13",40,2016,5.9,2.35,0,8874
"1144",72.455275,"Color",117,0,"Action",113068,2144,1,382,"English","USA","R",40,1992,7.8,2.35,0,3684
"1145",75.305995,"Color",178,138,"Biography",110394,5074,0,433,"English","USA","PG-13",40,2004,7.7,1.85,0,7740
"1146",74.098862," Black and White",147,436,"Crime",656640,3924,1,1732,"English","USA","R",40,2005,8.1,1.85,13000,8007
"1147",72.266306,"Color",90,38,"Crime",127528,6775,4,422,"English","USA","PG-13",40,2008,6.6,2.35,0,10592
"1148",71.34701,"Color",105,29,"Comedy",166194,28928,2,215,"English","USA","R",40,2009,7.1,1.85,0,57214
"1149",70.836296,"Color",114,101,"Comedy",109445,2842,2,426,"English","USA","PG-13",40,2001,5.9,1.85,0,4696
"1150",70.405498," Black and White",206,0,"Drama",113472,698,1,442,"English","other","R",40,1991,8,2.35,0,1391
"1151",70.163652,"Color",99,14,"Comedy",31968,19334,0,82,"English","USA","PG-13",40,2006,4.6,1.85,663,37807
"1152",66.808615,"Color",123,563,"Adventure",87351,43917,0,344,"English","USA","R",34,2001,6.1,2.35,2000,87480
"1153",115.60398,"Color",137,11000,"Biography",103589,2938,0,351,"English","USA","PG-13",65,2014,7.2,2.35,35000,15870
"1154",64.149837,"Color",102,23,"Comedy",146899,7009,1,185,"English","USA","PG-13",20,2009,6.4,2.35,0,11683
"1155",83.906114,"Color",109,415,"Comedy",104481,2357,2,189,"English","USA","PG-13",40,2014,6,2.35,16000,4844
"1157",72.306065,"Color",142,14000,"Drama",178118,16944,0,355,"English","USA","PG-13",40,2015,7.6,2.35,55000,46902
"1158",59.068786,"Color",106,212,"Action",86902,2544,2,411,"English","USA","PG-13",40,2001,6.4,2.35,0,4286
"1159",57.887882,"Color",106,23,"Comedy",35508,2325,2,211,"English","USA","PG-13",50,2004,6.1,1.85,0,4359
"1160",53.955614,"Color",108,287,"Action",77415,8610,0,139,"English","USA","PG-13",40,1998,6.1,2.35,0,14555
"1161",54.967359,"Color",98,20,"Action",52805,7039,0,209,"English","USA","R",40,1997,5.2,1.85,0,12027
"1162",54.228104,"Color",131,58,"Action",104991,17152,1,544,"English","UK","PG-13",35,2002,7.7,1.85,0,33930
"1163",57.981889,"Color",118,65,"Crime",173848,13943,1,203,"English","USA","R",40,2011,7.3,2.35,25000,26626
"1164",61.094903,"Color",113,174,"Action",210542,17152,3,332,"English","UK","PG-13",30,2011,6.9,2.35,29000,32996
"1165",53.082743,"Color",130,22000,"Drama",844052,63986,1,1100,"English","USA","PG-13",40,2006,8.5,2.35,49000,147986
"1166",54.414716,"Color",116,51,"Comedy",114294,30571,7,187,"English","USA","R",42,2014,6.3,2.35,12000,60087
"1167",57.011847,"Color",89,7,"Adventure",20615,3361,2,44,"English","USA","PG",40,2013,5.9,2.35,0,6649
"1168",50.859889,"Color",139,0,"Action",236000,848,0,1043,"other","USA","R",40,2006,7.8,1.85,14000,1653
"1169",51.185897,"Color",130,46,"Action",69457,1233,1,271,"English","UK","PG",30,1987,6.7,2.35,0,2072
"1170",52.000688,"Color",107,190,"Action",171418,4243,0,619,"English","USA","R",40,2010,6.4,2.35,17000,7953
"1171",49.851591,"Color",116,425,"Comedy",7900,2179,3,34,"English","USA","PG",40,1986,5.9,2.35,263,4330
"1172",47.781388,"Color",96,192,"Mystery",147504,41293,1,531,"English","USA","PG-13",40,2004,6.6,2.35,0,82520
"1173",52.320979,"Color",99,18,"Drama",114321,18693,0,548,"English","USA","PG",40,2006,6.8,2.35,0,37348
"1174",47.806295," Black and White",104,34,"Horror",87447,1274,0,371,"English","USA","PG-13",43,2005,6.5,2.35,0,2484
"1175",51.85345,"Color",105,54,"Comedy",37398,9069,0,110,"English","USA","PG",25,2012,6.6,1.85,11000,15111
"1176",46.012734,"Color",101,10,"Comedy",54421,4298,2,101,"English","USA","PG-13",40,2008,5.8,2.35,3000,6678
"1177",47.034272,"Color",134,16000,"Biography",25465,2281,1,190,"English","USA","R",40,2014,6.9,2.35,16000,19809
